non_occluded_path,occluded_path,emotion_class,dataset_source,split
AffectNet\disgust\image0020827.jpg,AffectNet\disgust\image0020827.jpg,disgusted,AffectNet,train
AffectNet\disgust\image0037440.jpg,AffectNet\disgust\image0037440.jpg,disgusted,AffectNet,train
KDEF\KDEF_Sorted_Resized\disgusted\AF09DIHR.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\AF09DIHR.jpg,disgusted,KDEF,train
RAFDB\RAF-DB\train\3_disgusted\train_09558_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_09558_aligned.jpg,disgusted,RAFDB,train
AffectNet\disgust\image0035065.jpg,AffectNet\disgust\image0035065.jpg,disgusted,AffectNet,train
RAFDB\RAF-DB\train\3_disgusted\train_08816_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_08816_aligned.jpg,disgusted,RAFDB,train
AffectNet\disgust\image0014211.jpg,AffectNet\disgust\image0014211.jpg,disgusted,AffectNet,train
KDEF\KDEF_Sorted_Resized\disgusted\AF33DIS.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\AF33DIS.jpg,disgusted,KDEF,train
RAFDB\RAF-DB\train\3_disgusted\train_09673_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_09673_aligned.jpg,disgusted,RAFDB,train
LFW\M-LFW-FER\train\negative\Dick_Cheney_0004.jpg,LFW\M-LFW-FER-masks\train\negative\Dick_Cheney_0004_mask.png,disgusted,LFW,train
RAFDB\RAF-DB\train\3_disgusted\train_05299_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_05299_aligned.jpg,disgusted,RAFDB,train
AffectNet\disgust\image0042109.jpg,AffectNet\disgust\image0042109.jpg,disgusted,AffectNet,train
AffectNet\disgust\image0031438.jpg,AffectNet\disgust\image0031438.jpg,disgusted,AffectNet,train
KDEF\KDEF_Sorted_Resized\disgusted\BF23DIHL.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\BF23DIHL.jpg,disgusted,KDEF,train
RAFDB\RAF-DB\train\3_disgusted\train_09708_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_09708_aligned.jpg,disgusted,RAFDB,train
AffectNet\disgust\image0042291.jpg,AffectNet\disgust\image0042291.jpg,disgusted,AffectNet,train
RAFDB\RAF-DB\train\3_disgusted\train_00698_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_00698_aligned.jpg,disgusted,RAFDB,train
RAFDB\RAF-DB\train\3_disgusted\train_03827_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_03827_aligned.jpg,disgusted,RAFDB,train
AffectNet\disgust\image0032519.jpg,AffectNet\disgust\image0032519.jpg,disgusted,AffectNet,train
KDEF\KDEF_Sorted_Resized\disgusted\BM07DIS.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\BM07DIS.jpg,disgusted,KDEF,train
AffectNet\disgust\image0038887.jpg,AffectNet\disgust\image0038887.jpg,disgusted,AffectNet,train
AffectNet\disgust\image0032919.jpg,AffectNet\disgust\image0032919.jpg,disgusted,AffectNet,train
AffectNet\disgust\image0039572.jpg,AffectNet\disgust\image0039572.jpg,disgusted,AffectNet,train
LFW\M-LFW-FER\train\negative\Habib_Rizieq_0004.jpg,LFW\M-LFW-FER-masks\train\negative\Habib_Rizieq_0004_mask.png,disgusted,LFW,train
AffectNet\disgust\image0035797.jpg,AffectNet\disgust\image0035797.jpg,disgusted,AffectNet,train
LFW\M-LFW-FER\train\negative\Ariel_Sharon_0028.jpg,LFW\M-LFW-FER-masks\train\negative\Ariel_Sharon_0028_mask.png,disgusted,LFW,train
AffectNet\disgust\image0038655.jpg,AffectNet\disgust\image0038655.jpg,disgusted,AffectNet,train
LFW\M-LFW-FER\train\negative\Rogelio_Ramos_0001.jpg,LFW\M-LFW-FER-masks\train\negative\Rogelio_Ramos_0001_mask.png,disgusted,LFW,train
AffectNet\disgust\image0033954.jpg,AffectNet\disgust\image0033954.jpg,disgusted,AffectNet,train
KDEF\KDEF_Sorted_Resized\disgusted\AM28DIHR.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\AM28DIHR.jpg,disgusted,KDEF,train
KDEF\KDEF_Sorted_Resized\disgusted\AM24DIHR.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\AM24DIHR.jpg,disgusted,KDEF,train
KDEF\KDEF_Sorted_Resized\disgusted\BM01DIHR.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\BM01DIHR.jpg,disgusted,KDEF,train
RAFDB\RAF-DB\train\3_disgusted\train_00071_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_00071_aligned.jpg,disgusted,RAFDB,train
LFW\M-LFW-FER\train\negative\Nathan_Doudney_0001.jpg,LFW\M-LFW-FER-masks\train\negative\Nathan_Doudney_0001_mask.png,disgusted,LFW,train
AffectNet\disgust\image0038681.jpg,AffectNet\disgust\image0038681.jpg,disgusted,AffectNet,train
KDEF\KDEF_Sorted_Resized\disgusted\AM31DIS.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\AM31DIS.jpg,disgusted,KDEF,train
AffectNet\disgust\image0032432.jpg,AffectNet\disgust\image0032432.jpg,disgusted,AffectNet,train
AffectNet\disgust\image0042266.jpg,AffectNet\disgust\image0042266.jpg,disgusted,AffectNet,train
RAFDB\RAF-DB\train\3_disgusted\train_04466_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_04466_aligned.jpg,disgusted,RAFDB,train
AffectNet\disgust\image0029607.jpg,AffectNet\disgust\image0029607.jpg,disgusted,AffectNet,train
KDEF\KDEF_Sorted_Resized\disgusted\AF16DIHL.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\AF16DIHL.jpg,disgusted,KDEF,train
AffectNet\disgust\image0019148.jpg,AffectNet\disgust\image0019148.jpg,disgusted,AffectNet,train
RAFDB\RAF-DB\train\3_disgusted\train_09537_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_09537_aligned.jpg,disgusted,RAFDB,train
LFW\M-LFW-FER\train\negative\George_W_Bush_0183.jpg,LFW\M-LFW-FER-masks\train\negative\George_W_Bush_0183_mask.png,disgusted,LFW,train
RAFDB\RAF-DB\train\3_disgusted\train_01968_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_01968_aligned.jpg,disgusted,RAFDB,train
AffectNet\disgust\image0041518.jpg,AffectNet\disgust\image0041518.jpg,disgusted,AffectNet,train
LFW\M-LFW-FER\train\negative\Hugo_Chavez_0034.jpg,LFW\M-LFW-FER-masks\train\negative\Hugo_Chavez_0034_mask.png,disgusted,LFW,train
AffectNet\disgust\image0037338.jpg,AffectNet\disgust\image0037338.jpg,disgusted,AffectNet,train
KDEF\KDEF_Sorted_Resized\disgusted\BF17DIS.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\BF17DIS.jpg,disgusted,KDEF,train
AffectNet\disgust\image0037140.jpg,AffectNet\disgust\image0037140.jpg,disgusted,AffectNet,train
AffectNet\disgust\image0033668.jpg,AffectNet\disgust\image0033668.jpg,disgusted,AffectNet,train
AffectNet\disgust\image0040754.jpg,AffectNet\disgust\image0040754.jpg,disgusted,AffectNet,train
AffectNet\disgust\image0041363.jpg,AffectNet\disgust\image0041363.jpg,disgusted,AffectNet,train
AffectNet\disgust\image0036468.jpg,AffectNet\disgust\image0036468.jpg,disgusted,AffectNet,train
KDEF\KDEF_Sorted_Resized\disgusted\BM21DIHR.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\BM21DIHR.jpg,disgusted,KDEF,train
LFW\M-LFW-FER\train\negative\Heidi_Fleiss_0001.jpg,LFW\M-LFW-FER-masks\train\negative\Heidi_Fleiss_0001_mask.png,disgusted,LFW,train
RAFDB\RAF-DB\train\3_disgusted\train_09411_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_09411_aligned.jpg,disgusted,RAFDB,train
AffectNet\disgust\image0038187.jpg,AffectNet\disgust\image0038187.jpg,disgusted,AffectNet,train
RAFDB\RAF-DB\train\3_disgusted\train_04265_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_04265_aligned.jpg,disgusted,RAFDB,train
AffectNet\disgust\image0037803.jpg,AffectNet\disgust\image0037803.jpg,disgusted,AffectNet,train
RAFDB\RAF-DB\train\3_disgusted\train_03965_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_03965_aligned.jpg,disgusted,RAFDB,train
AffectNet\disgust\image0018064.jpg,AffectNet\disgust\image0018064.jpg,disgusted,AffectNet,train
RAFDB\RAF-DB\train\3_disgusted\train_01327_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_01327_aligned.jpg,disgusted,RAFDB,train
AffectNet\disgust\image0032740.jpg,AffectNet\disgust\image0032740.jpg,disgusted,AffectNet,train
RAFDB\RAF-DB\train\3_disgusted\train_09729_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_09729_aligned.jpg,disgusted,RAFDB,train
RAFDB\RAF-DB\train\3_disgusted\train_09480_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_09480_aligned.jpg,disgusted,RAFDB,train
KDEF\KDEF_Sorted_Resized\disgusted\BF26DIS.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\BF26DIS.jpg,disgusted,KDEF,train
KDEF\KDEF_Sorted_Resized\disgusted\AM01DIHR.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\AM01DIHR.jpg,disgusted,KDEF,train
KDEF\KDEF_Sorted_Resized\disgusted\AF30DIHR.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\AF30DIHR.jpg,disgusted,KDEF,train
RAFDB\RAF-DB\train\3_disgusted\train_02739_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_02739_aligned.jpg,disgusted,RAFDB,train
LFW\M-LFW-FER\train\negative\Mohammed_Al-Douri_0008.jpg,LFW\M-LFW-FER-masks\train\negative\Mohammed_Al-Douri_0008_mask.png,disgusted,LFW,train
AffectNet\disgust\image0032771.jpg,AffectNet\disgust\image0032771.jpg,disgusted,AffectNet,train
AffectNet\disgust\image0018289.jpg,AffectNet\disgust\image0018289.jpg,disgusted,AffectNet,train
RAFDB\RAF-DB\train\3_disgusted\train_09650_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_09650_aligned.jpg,disgusted,RAFDB,train
KDEF\KDEF_Sorted_Resized\disgusted\BF02DIHR.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\BF02DIHR.jpg,disgusted,KDEF,train
AffectNet\disgust\image0024271.jpg,AffectNet\disgust\image0024271.jpg,disgusted,AffectNet,train
KDEF\KDEF_Sorted_Resized\disgusted\BF24DIS.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\BF24DIS.jpg,disgusted,KDEF,train
AffectNet\disgust\image0040896.jpg,AffectNet\disgust\image0040896.jpg,disgusted,AffectNet,train
RAFDB\RAF-DB\train\3_disgusted\train_09701_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_09701_aligned.jpg,disgusted,RAFDB,train
RAFDB\RAF-DB\train\3_disgusted\train_04568_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_04568_aligned.jpg,disgusted,RAFDB,train
KDEF\KDEF_Sorted_Resized\disgusted\BM05DIHL.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\BM05DIHL.jpg,disgusted,KDEF,train
KDEF\KDEF_Sorted_Resized\disgusted\BF29DIHR.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\BF29DIHR.jpg,disgusted,KDEF,train
RAFDB\RAF-DB\train\3_disgusted\train_09501_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_09501_aligned.jpg,disgusted,RAFDB,train
KDEF\KDEF_Sorted_Resized\disgusted\BF06DIS.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\BF06DIS.jpg,disgusted,KDEF,train
AffectNet\disgust\image0033495.jpg,AffectNet\disgust\image0033495.jpg,disgusted,AffectNet,train
AffectNet\disgust\image0033388.jpg,AffectNet\disgust\image0033388.jpg,disgusted,AffectNet,train
RAFDB\RAF-DB\train\3_disgusted\train_03989_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_03989_aligned.jpg,disgusted,RAFDB,train
AffectNet\disgust\image0038284.jpg,AffectNet\disgust\image0038284.jpg,disgusted,AffectNet,train
KDEF\KDEF_Sorted_Resized\disgusted\AF13DIHL.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\AF13DIHL.jpg,disgusted,KDEF,train
RAFDB\RAF-DB\train\3_disgusted\train_09489_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_09489_aligned.jpg,disgusted,RAFDB,train
AffectNet\disgust\image0032388.jpg,AffectNet\disgust\image0032388.jpg,disgusted,AffectNet,train
KDEF\KDEF_Sorted_Resized\disgusted\AM16DIHL.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\AM16DIHL.jpg,disgusted,KDEF,train
KDEF\KDEF_Sorted_Resized\disgusted\AM27DIHL.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\AM27DIHL.jpg,disgusted,KDEF,train
KDEF\KDEF_Sorted_Resized\disgusted\BM21DIHL.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\BM21DIHL.jpg,disgusted,KDEF,train
LFW\M-LFW-FER\train\negative\Eddie_Sutton_0002.jpg,LFW\M-LFW-FER-masks\train\negative\Eddie_Sutton_0002_mask.png,disgusted,LFW,train
AffectNet\disgust\image0036433.jpg,AffectNet\disgust\image0036433.jpg,disgusted,AffectNet,train
AffectNet\disgust\image0038604.jpg,AffectNet\disgust\image0038604.jpg,disgusted,AffectNet,train
LFW\M-LFW-FER\train\negative\Dennis_Hastert_0005.jpg,LFW\M-LFW-FER-masks\train\negative\Dennis_Hastert_0005_mask.png,disgusted,LFW,train
AffectNet\disgust\image0033552.jpg,AffectNet\disgust\image0033552.jpg,disgusted,AffectNet,train
RAFDB\RAF-DB\train\3_disgusted\train_09643_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_09643_aligned.jpg,disgusted,RAFDB,train
RAFDB\RAF-DB\train\3_disgusted\train_00207_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_00207_aligned.jpg,disgusted,RAFDB,train
LFW\M-LFW-FER\train\negative\Gerhard_Schroeder_0047.jpg,LFW\M-LFW-FER-masks\train\negative\Gerhard_Schroeder_0047_mask.png,disgusted,LFW,train
AffectNet\disgust\image0006804.jpg,AffectNet\disgust\image0006804.jpg,disgusted,AffectNet,train
KDEF\KDEF_Sorted_Resized\disgusted\BF09DIHL.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\BF09DIHL.jpg,disgusted,KDEF,train
RAFDB\RAF-DB\train\3_disgusted\train_05139_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_05139_aligned.jpg,disgusted,RAFDB,train
RAFDB\RAF-DB\train\3_disgusted\train_06600_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_06600_aligned.jpg,disgusted,RAFDB,train
RAFDB\RAF-DB\train\3_disgusted\train_04516_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_04516_aligned.jpg,disgusted,RAFDB,train
AffectNet\disgust\image0039431.jpg,AffectNet\disgust\image0039431.jpg,disgusted,AffectNet,train
KDEF\KDEF_Sorted_Resized\disgusted\AF20DIHR.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\AF20DIHR.jpg,disgusted,KDEF,train
KDEF\KDEF_Sorted_Resized\disgusted\BM22DIHR.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\BM22DIHR.jpg,disgusted,KDEF,train
KDEF\KDEF_Sorted_Resized\disgusted\BM10DIHL.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\BM10DIHL.jpg,disgusted,KDEF,train
RAFDB\RAF-DB\train\3_disgusted\train_03983_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_03983_aligned.jpg,disgusted,RAFDB,train
KDEF\KDEF_Sorted_Resized\disgusted\BM02DIS.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\BM02DIS.jpg,disgusted,KDEF,train
KDEF\KDEF_Sorted_Resized\disgusted\BM15DIS.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\BM15DIS.jpg,disgusted,KDEF,train
AffectNet\disgust\image0038037.jpg,AffectNet\disgust\image0038037.jpg,disgusted,AffectNet,train
AffectNet\disgust\image0041668.jpg,AffectNet\disgust\image0041668.jpg,disgusted,AffectNet,train
AffectNet\disgust\image0034306.jpg,AffectNet\disgust\image0034306.jpg,disgusted,AffectNet,train
KDEF\KDEF_Sorted_Resized\disgusted\AM26DIHR.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\AM26DIHR.jpg,disgusted,KDEF,train
RAFDB\RAF-DB\train\3_disgusted\train_00967_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_00967_aligned.jpg,disgusted,RAFDB,train
KDEF\KDEF_Sorted_Resized\disgusted\BM04DIHL.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\BM04DIHL.jpg,disgusted,KDEF,train
AffectNet\disgust\image0032213.jpg,AffectNet\disgust\image0032213.jpg,disgusted,AffectNet,train
RAFDB\RAF-DB\train\3_disgusted\train_09565_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_09565_aligned.jpg,disgusted,RAFDB,train
AffectNet\disgust\image0036249.jpg,AffectNet\disgust\image0036249.jpg,disgusted,AffectNet,train
AffectNet\disgust\image0034579.jpg,AffectNet\disgust\image0034579.jpg,disgusted,AffectNet,train
AffectNet\disgust\image0035004.jpg,AffectNet\disgust\image0035004.jpg,disgusted,AffectNet,train
AffectNet\disgust\image0041953.jpg,AffectNet\disgust\image0041953.jpg,disgusted,AffectNet,train
RAFDB\RAF-DB\train\3_disgusted\train_03788_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_03788_aligned.jpg,disgusted,RAFDB,train
RAFDB\RAF-DB\train\3_disgusted\train_04609_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_04609_aligned.jpg,disgusted,RAFDB,train
LFW\M-LFW-FER\eval\negative\Trent_Lott_0014.jpg,LFW\M-LFW-FER-masks\eval\negative\Trent_Lott_0014_mask.png,disgusted,LFW,train
AffectNet\disgust\image0003186.jpg,AffectNet\disgust\image0003186.jpg,disgusted,AffectNet,train
RAFDB\RAF-DB\train\3_disgusted\train_09401_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_09401_aligned.jpg,disgusted,RAFDB,train
KDEF\KDEF_Sorted_Resized\disgusted\AF11DIHL.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\AF11DIHL.jpg,disgusted,KDEF,train
KDEF\KDEF_Sorted_Resized\disgusted\AM15DIHR.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\AM15DIHR.jpg,disgusted,KDEF,train
RAFDB\RAF-DB\train\3_disgusted\train_03812_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_03812_aligned.jpg,disgusted,RAFDB,train
AffectNet\disgust\image0042254.jpg,AffectNet\disgust\image0042254.jpg,disgusted,AffectNet,train
RAFDB\RAF-DB\train\3_disgusted\train_09443_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_09443_aligned.jpg,disgusted,RAFDB,train
RAFDB\RAF-DB\train\3_disgusted\train_09645_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_09645_aligned.jpg,disgusted,RAFDB,train
KDEF\KDEF_Sorted_Resized\disgusted\BF12DIHR.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\BF12DIHR.jpg,disgusted,KDEF,train
KDEF\KDEF_Sorted_Resized\disgusted\BM30DIHR.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\BM30DIHR.jpg,disgusted,KDEF,train
AffectNet\disgust\image0041910.jpg,AffectNet\disgust\image0041910.jpg,disgusted,AffectNet,train
AffectNet\disgust\image0041415.jpg,AffectNet\disgust\image0041415.jpg,disgusted,AffectNet,train
RAFDB\RAF-DB\train\3_disgusted\train_09599_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_09599_aligned.jpg,disgusted,RAFDB,train
RAFDB\RAF-DB\train\3_disgusted\train_09468_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_09468_aligned.jpg,disgusted,RAFDB,train
AffectNet\disgust\image0032266.jpg,AffectNet\disgust\image0032266.jpg,disgusted,AffectNet,train
RAFDB\RAF-DB\train\3_disgusted\train_09710_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_09710_aligned.jpg,disgusted,RAFDB,train
AffectNet\disgust\image0017196.jpg,AffectNet\disgust\image0017196.jpg,disgusted,AffectNet,train
AffectNet\disgust\image0042126.jpg,AffectNet\disgust\image0042126.jpg,disgusted,AffectNet,train
AffectNet\disgust\image0032726.jpg,AffectNet\disgust\image0032726.jpg,disgusted,AffectNet,train
LFW\M-LFW-FER\eval\negative\Vladimir_Putin_0018.jpg,LFW\M-LFW-FER-masks\eval\negative\Vladimir_Putin_0018_mask.png,disgusted,LFW,train
KDEF\KDEF_Sorted_Resized\disgusted\AM20DIHL.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\AM20DIHL.jpg,disgusted,KDEF,train
RAFDB\RAF-DB\train\3_disgusted\train_00683_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_00683_aligned.jpg,disgusted,RAFDB,train
AffectNet\disgust\image0036792.jpg,AffectNet\disgust\image0036792.jpg,disgusted,AffectNet,train
LFW\M-LFW-FER\eval\negative\Vicente_Fox_0013.jpg,LFW\M-LFW-FER-masks\eval\negative\Vicente_Fox_0013_mask.png,disgusted,LFW,train
LFW\M-LFW-FER\train\negative\John_Howard_0007.jpg,LFW\M-LFW-FER-masks\train\negative\John_Howard_0007_mask.png,disgusted,LFW,train
RAFDB\RAF-DB\train\3_disgusted\train_09686_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_09686_aligned.jpg,disgusted,RAFDB,train
AffectNet\disgust\image0033367.jpg,AffectNet\disgust\image0033367.jpg,disgusted,AffectNet,train
KDEF\KDEF_Sorted_Resized\disgusted\AM16DIS.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\AM16DIS.jpg,disgusted,KDEF,train
RAFDB\RAF-DB\train\3_disgusted\train_00444_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_00444_aligned.jpg,disgusted,RAFDB,train
AffectNet\disgust\image0032172.jpg,AffectNet\disgust\image0032172.jpg,disgusted,AffectNet,train
RAFDB\RAF-DB\train\3_disgusted\train_05998_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_05998_aligned.jpg,disgusted,RAFDB,train
RAFDB\RAF-DB\train\3_disgusted\train_01432_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_01432_aligned.jpg,disgusted,RAFDB,train
AffectNet\disgust\image0034857.jpg,AffectNet\disgust\image0034857.jpg,disgusted,AffectNet,train
RAFDB\RAF-DB\train\3_disgusted\train_09657_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_09657_aligned.jpg,disgusted,RAFDB,train
AffectNet\disgust\image0034648.jpg,AffectNet\disgust\image0034648.jpg,disgusted,AffectNet,train
AffectNet\disgust\image0035273.jpg,AffectNet\disgust\image0035273.jpg,disgusted,AffectNet,train
KDEF\KDEF_Sorted_Resized\disgusted\BF15DIHL.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\BF15DIHL.jpg,disgusted,KDEF,train
LFW\M-LFW-FER\train\negative\Kim_Clijsters_0011.jpg,LFW\M-LFW-FER-masks\train\negative\Kim_Clijsters_0011_mask.png,disgusted,LFW,train
AffectNet\disgust\image0007374.jpg,AffectNet\disgust\image0007374.jpg,disgusted,AffectNet,train
KDEF\KDEF_Sorted_Resized\disgusted\BM17DIS.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\BM17DIS.jpg,disgusted,KDEF,train
AffectNet\disgust\image0031838.jpg,AffectNet\disgust\image0031838.jpg,disgusted,AffectNet,train
RAFDB\RAF-DB\train\3_disgusted\train_09698_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_09698_aligned.jpg,disgusted,RAFDB,train
KDEF\KDEF_Sorted_Resized\disgusted\AM06DIS.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\AM06DIS.jpg,disgusted,KDEF,train
LFW\M-LFW-FER\train\negative\Javier_Zanetti_0001.jpg,LFW\M-LFW-FER-masks\train\negative\Javier_Zanetti_0001_mask.png,disgusted,LFW,train
AffectNet\disgust\image0042301.jpg,AffectNet\disgust\image0042301.jpg,disgusted,AffectNet,train
KDEF\KDEF_Sorted_Resized\disgusted\BF03DIHR.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\BF03DIHR.jpg,disgusted,KDEF,train
AffectNet\disgust\image0014774.jpg,AffectNet\disgust\image0014774.jpg,disgusted,AffectNet,train
KDEF\KDEF_Sorted_Resized\disgusted\AM18DIHR.jpg,KDEF\KDEF_Sorted_Occluded\disgusted\img\AM18DIHR.jpg,disgusted,KDEF,train
AffectNet\disgust\image0032711.jpg,AffectNet\disgust\image0032711.jpg,disgusted,AffectNet,train
LFW\M-LFW-FER\train\negative\Donna_Walker_0001.jpg,LFW\M-LFW-FER-masks\train\negative\Donna_Walker_0001_mask.png,disgusted,LFW,train
RAFDB\RAF-DB\train\3_disgusted\train_09689_aligned.png,RAFDB\RAF-DB_Occluded\train\3_disgusted\hands\img\train_09689_aligned.jpg,disgusted,RAFDB,train
AffectNet\disgust\image0038727.jpg,AffectNet\disgust\image0038727.jpg,disgusted,AffectNet,train
AffectNet\disgust\image0030077.jpg,AffectNet\disgust\image0030077.jpg,disgusted,AffectNet,train
